time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_100m (km/h)
2017-02-22T00:00,11.1,75,6.2,0,0,0,3,100,45.6
2017-02-22T01:00,10.7,79,5.8,0,0,0,3,100,46.9
2017-02-22T02:00,11.3,78,5.9,0,0,0,3,100,50.3
2017-02-22T03:00,11.2,79,5.8,0,0,0,3,100,51.4
2017-02-22T04:00,11.1,80,5.8,0,0,0,3,100,50.6
2017-02-22T05:00,11.2,80,6.2,0,0,0,3,100,48
2017-02-22T06:00,11.2,80,6.3,0,0,0,3,96,46.6
2017-02-22T07:00,11.3,81,6.5,0,0,0,3,100,45.2
2017-02-22T08:00,11.4,82,7,0,0,0,3,100,43
2017-02-22T09:00,11.8,81,7.6,0,0,0,3,100,40.4
2017-02-22T10:00,12.3,80,8,0,0,0,3,100,40.3
2017-02-22T11:00,13.3,73,8.5,0,0,0,3,100,44.9
2017-02-22T12:00,12.3,82,7.9,0,0,0,3,100,44.2
2017-02-22T13:00,12.5,82,8.1,0.1,0.1,0,51,100,45
2017-02-22T14:00,12.1,83,8.1,0.1,0.1,0,51,100,41.2
2017-02-22T15:00,12.3,82,7.8,0.2,0.2,0,51,100,45.7
2017-02-22T16:00,12.2,80,7.8,0.1,0.1,0,51,100,44.2
2017-02-22T17:00,12,81,7.8,0,0,0,3,100,42.4
2017-02-22T18:00,11.7,84,8,0,0,0,3,100,37.5
2017-02-22T19:00,11.6,85,7.8,0,0,0,3,100,39.5
2017-02-22T20:00,11.4,87,7.4,0,0,0,3,100,41.2
2017-02-22T21:00,11.4,87,7.5,0,0,0,3,100,39.8
2017-02-22T22:00,11.4,86,7.5,0,0,0,3,100,39.3
2017-02-22T23:00,11.1,88,7.2,0,0,0,3,100,39.8
2017-02-23T00:00,10.7,88,6.4,0,0,0,3,100,43.1
2017-02-23T01:00,10.9,86,6,0,0,0,3,100,48.7
2017-02-23T02:00,10.4,90,5.4,0,0,0,3,100,50.7
2017-02-23T03:00,10.3,90,5.2,0,0,0,3,100,50.7
2017-02-23T04:00,10.3,90,5.1,0.1,0.1,0,51,100,51.4
2017-02-23T05:00,10.2,86,4.7,0,0,0,3,100,53.2
2017-02-23T06:00,10.1,90,4.5,0,0,0,3,100,54.3
2017-02-23T07:00,10.2,85,4.4,0,0,0,3,100,55
2017-02-23T08:00,10.6,82,4.1,0.3,0.3,0,51,100,61.9
2017-02-23T09:00,9.7,76,2.7,0.8,0.8,0,53,14,62.7
2017-02-23T10:00,10.2,65,2.5,0,0,0,0,12,62
2017-02-23T11:00,10.4,61,1.1,0,0,0,1,33,77.5
2017-02-23T12:00,9.8,61,0.9,0,0,0,1,29,71.9
2017-02-23T13:00,10.2,57,0.6,0.2,0.2,0,51,33,77
2017-02-23T14:00,10.1,55,0.9,0.2,0.2,0,51,31,73.1
2017-02-23T15:00,9.2,60,0.8,0.3,0.3,0,51,56,68
2017-02-23T16:00,8.8,57,-0.2,0,0,0,1,46,71.4
2017-02-23T17:00,8.2,57,0.1,0,0,0,1,25,63.2
2017-02-23T18:00,7.4,60,-0.1,0,0,0,1,32,57.8
2017-02-23T19:00,6.7,66,0.1,0,0,0,1,22,49.4
2017-02-23T20:00,6.3,68,0.2,0,0,0,0,0,45
2017-02-23T21:00,5.7,71,0.3,0,0,0,0,10,39.9
2017-02-23T22:00,5.3,74,0.1,0,0,0,1,26,37.4
2017-02-23T23:00,5.1,75,0.1,0,0,0,1,37,35.4
2017-02-24T00:00,5,76,0.5,0,0,0,0,4,32.8
2017-02-24T01:00,4.8,75,0.2,0,0,0,1,21,32
2017-02-24T02:00,4.6,73,-0.2,0,0,0,1,48,32.7
2017-02-24T03:00,4.3,74,-0.2,0,0,0,0,9,29.3
2017-02-24T04:00,3.2,79,-1.1,0,0,0,0,10,28.1
2017-02-24T05:00,2.9,80,-1.4,0,0,0,0,7,28.6
2017-02-24T06:00,2.5,81,-1.7,0,0,0,1,26,27.2
2017-02-24T07:00,1.9,84,-2.1,0,0,0,1,32,26.9
2017-02-24T08:00,3.2,79,-1.1,0,0,0,1,28,25.6
2017-02-24T09:00,4.6,74,0.1,0,0,0,0,20,22.8
2017-02-24T10:00,5.9,65,0.5,0,0,0,2,52,29.6
2017-02-24T11:00,7.1,57,1.5,0,0,0,2,79,30
2017-02-24T12:00,7.8,55,2.8,0,0,0,3,84,24
2017-02-24T13:00,8.2,53,3.3,0,0,0,2,77,23.1
2017-02-24T14:00,8.4,51,3.7,0,0,0,3,87,21.7
2017-02-24T15:00,8.4,50,3.9,0,0,0,3,98,20.6
2017-02-24T16:00,8,55,4,0,0,0,3,100,17.1
2017-02-24T17:00,7.1,64,4.3,0,0,0,2,73,12.5
2017-02-24T18:00,5.3,73,2.3,0,0,0,3,100,13.6
2017-02-24T19:00,4.5,75,1.3,0,0,0,1,34,18.2
2017-02-24T20:00,3.8,74,0.4,0,0,0,1,43,22.7
2017-02-24T21:00,3.9,73,0.3,0,0,0,2,71,24.2
2017-02-24T22:00,4,73,0.3,0,0,0,3,86,24.6
2017-02-24T23:00,4.5,72,0.7,0,0,0,2,51,24.9
2017-02-25T00:00,4.6,77,0.5,0,0,0,3,83,29.6
2017-02-25T01:00,5.5,73,1,0,0,0,2,74,33.1
2017-02-25T02:00,6.1,79,1.7,0,0,0,2,53,34.1
2017-02-25T03:00,6.5,82,2.2,0,0,0,3,92,34.7
2017-02-25T04:00,6.7,83,2.3,0,0,0,3,100,35.8
2017-02-25T05:00,7.1,82,2.6,0,0,0,3,100,36.5
2017-02-25T06:00,7.5,82,3,0,0,0,3,81,36.7
2017-02-25T07:00,7.7,84,3.1,0,0,0,3,100,39.3
2017-02-25T08:00,8.3,84,3.5,0,0,0,3,100,39.9
2017-02-25T09:00,8.8,80,3.6,0,0,0,3,100,42.7
2017-02-25T10:00,9.5,78,3.5,0,0,0,3,86,49.3
2017-02-25T11:00,10.2,72,3.7,0.1,0.1,0,51,100,52.2
2017-02-25T12:00,10.2,75,4.5,0.1,0.1,0,51,100,47.1
2017-02-25T13:00,9.9,79,4.6,0,0,0,3,100,44
2017-02-25T14:00,9.8,80,4.4,0.1,0.1,0,51,100,45
2017-02-25T15:00,9.7,80,4.5,0,0,0,3,100,44.7
2017-02-25T16:00,9.3,83,4.2,0.4,0.4,0,51,100,44.3
2017-02-25T17:00,8.8,87,3.9,0.2,0.2,0,51,100,43.5
2017-02-25T18:00,8.9,86,3.7,0,0,0,3,100,47.3
2017-02-25T19:00,8.9,86,3.7,0.2,0.2,0,51,100,47.4
2017-02-25T20:00,8.7,88,3.7,0.4,0.4,0,51,100,47
2017-02-25T21:00,8.8,88,4,0.2,0.2,0,51,100,44.8
2017-02-25T22:00,9,86,4.1,0.1,0.1,0,51,100,44.6
2017-02-25T23:00,9,87,4.4,0,0,0,3,100,43.2
2017-02-26T00:00,9,86,4.5,0,0,0,3,100,42.6
2017-02-26T01:00,9.5,86,4.5,0,0,0,3,100,46.4
2017-02-26T02:00,9.6,87,5.2,0,0,0,3,100,41.7
2017-02-26T03:00,9.8,89,5.8,0,0,0,3,100,38.7
2017-02-26T04:00,10,90,6.1,0,0,0,3,100,39
2017-02-26T05:00,10.1,91,6.3,0,0,0,3,92,37.4
2017-02-26T06:00,10.2,92,7,0,0,0,3,90,33.1
2017-02-26T07:00,9.9,93,7.2,0,0,0,3,90,29.5
2017-02-26T08:00,10.4,90,7.8,0,0,0,3,92,26
2017-02-26T09:00,11,86,7.8,0.1,0.1,0,51,100,31.8
2017-02-26T10:00,11.2,85,7.5,0.1,0.1,0,51,62,34.2
2017-02-26T11:00,11.8,73,7.3,0,0,0,2,78,35.7
2017-02-26T12:00,11.2,71,6,0,0,0,3,100,41
2017-02-26T13:00,11.2,68,5.2,0,0,0,3,100,48.1
2017-02-26T14:00,11.4,68,5.2,0,0,0,3,93,51.5
2017-02-26T15:00,10.5,75,4.5,0,0,0,3,94,50.7
2017-02-26T16:00,10.6,73,4.4,0,0,0,3,89,52.6
2017-02-26T17:00,10.1,77,4.2,0,0,0,3,89,51.6
2017-02-26T18:00,10.1,78,4.2,0,0,0,3,100,52.1
2017-02-26T19:00,10,79,4.4,0,0,0,3,100,51.6
2017-02-26T20:00,10.2,80,4.7,0,0,0,3,100,50.2
2017-02-26T21:00,10.3,80,5.1,0,0,0,3,100,47.6
2017-02-26T22:00,10.1,84,4.9,0.4,0.4,0,51,100,49.4
2017-02-26T23:00,9.7,90,5.1,0.5,0.5,0,53,100,45
2017-02-27T00:00,9.7,88,5.7,0.8,0.8,0,53,100,38
2017-02-27T01:00,9.2,92,5.6,1,1,0,55,100,34.6
2017-02-27T02:00,8.8,87,5.4,1.4,1.4,0,61,100,31.7
2017-02-27T03:00,8.5,84,4.1,1.8,1.8,0,61,100,38.5
2017-02-27T04:00,8,85,3.9,0.7,0.7,0,53,97,35.1
2017-02-27T05:00,7.7,85,3.8,0,0,0,3,100,32.5
2017-02-27T06:00,7.8,86,3.8,0.3,0.3,0,51,71,33.8
2017-02-27T07:00,7.8,88,3.8,0,0,0,2,77,34.4
2017-02-27T08:00,8,89,3.4,0.2,0.2,0,51,100,40.4
2017-02-27T09:00,8.1,88,3.7,0,0,0,2,53,36.4
2017-02-27T10:00,9,81,4.4,0.1,0.1,0,51,100,35.3
2017-02-27T11:00,9.1,79,3.9,0.2,0.2,0,51,100,41.1
2017-02-27T12:00,9,82,4.5,0.7,0.7,0,53,100,34.7
2017-02-27T13:00,7.7,81,2.6,1.7,1.7,0,61,100,40.2
2017-02-27T14:00,6.2,88,1.3,1.3,1.3,0,61,100,38.2
2017-02-27T15:00,6.7,83,1.4,0.3,0.3,0,51,100,40.3
2017-02-27T16:00,6.6,80,0.8,0,0,0,3,100,46.1
2017-02-27T17:00,5.8,79,0.2,0.2,0.2,0,51,85,41.1
2017-02-27T18:00,5,80,0.1,0,0,0,1,24,36.3
2017-02-27T19:00,4.3,79,-0.3,0,0,0,3,81,33.4
2017-02-27T20:00,4.1,79,-0.4,0,0,0,2,78,31.6
2017-02-27T21:00,3.5,81,-1.1,0,0,0,2,73,33.1
2017-02-27T22:00,3.3,84,-1.4,0,0,0,0,14,33.7
2017-02-27T23:00,3,84,-1.6,0,0,0,1,26,32.7
2017-02-28T00:00,2.3,85,-1.7,0,0,0,1,22,28.6
2017-02-28T01:00,2.1,85,-1.9,0,0,0,2,64,28.4
2017-02-28T02:00,2.4,86,-1.9,0,0,0,1,49,29.1
2017-02-28T03:00,2.1,87,-2.5,0,0,0,2,69,31.8
2017-02-28T04:00,1.8,88,-3,0,0,0,2,55,32.8
2017-02-28T05:00,1.2,91,-3.1,0,0,0,1,25,28.9
2017-02-28T06:00,0.7,93,-3.3,0,0,0,1,42,26.4
2017-02-28T07:00,0.4,93,-3.7,0,0,0,1,38,27
2017-02-28T08:00,1.7,89,-2.5,0,0,0,0,0,25
2017-02-28T09:00,3.3,84,-0.9,0,0,0,0,2,20.9
2017-02-28T10:00,4.8,78,0.5,0,0,0,0,9,21.7
2017-02-28T11:00,6.2,68,1.5,0,0,0,1,22,23.4
2017-02-28T12:00,7,60,1.7,0.1,0.1,0,51,96,28.1
2017-02-28T13:00,6.3,65,0.6,0.3,0.3,0,51,100,33.7
2017-02-28T14:00,6.9,61,1.2,0,0,0,3,91,33.1
2017-02-28T15:00,5.9,68,0.4,0.7,0.7,0,53,100,34
2017-02-28T16:00,4.8,84,0,1.3,1.3,0,61,100,33.3
2017-02-28T17:00,5.3,82,0.7,0,0,0,2,60,32.1
2017-02-28T18:00,4.9,84,0.4,0,0,0,3,95,33.6
2017-02-28T19:00,4.7,84,-0.2,0.4,0.4,0,51,100,37.6
2017-02-28T20:00,5.1,83,0.1,0.7,0.7,0,53,100,37.7
2017-02-28T21:00,5.9,82,0.3,0.2,0.2,0,51,75,46
2017-02-28T22:00,6.5,79,0.7,0,0,0,1,49,47.3
2017-02-28T23:00,5.9,80,0.3,0,0,0,2,59,44.7
2017-03-01T00:00,6,83,1.4,0,0,0,1,22,36.8
2017-03-01T01:00,5.6,85,1.2,0,0,0,1,23,35.6
2017-03-01T02:00,5.3,85,1.1,0,0,0,1,40,32
2017-03-01T03:00,4.5,88,0.6,0,0,0,1,32,30.7
2017-03-01T04:00,4.3,89,0.3,0,0,0,1,50,30.5
2017-03-01T05:00,3.9,90,0.2,0,0,0,1,40,28.7
2017-03-01T06:00,4,90,0.3,0,0,0,3,82,28
2017-03-01T07:00,4.3,89,0.7,0,0,0,3,100,25
2017-03-01T08:00,5.1,85,1.1,0,0,0,3,100,25.3
2017-03-01T09:00,5.9,81,2,0,0,0,3,88,21.9
2017-03-01T10:00,7,75,2.6,0,0,0,3,85,25.4
2017-03-01T11:00,7.7,68,3.2,0,0,0,3,91,25
2017-03-01T12:00,8,71,3.8,0,0,0,3,100,24
2017-03-01T13:00,7.9,74,3.9,0.1,0.1,0,51,100,24
2017-03-01T14:00,8,74,4.1,0.1,0.1,0,51,100,22.5
2017-03-01T15:00,7.7,78,4.5,0.1,0.1,0,51,100,18.7
2017-03-01T16:00,7.3,83,4.1,0.1,0.1,0,51,100,19.4
2017-03-01T17:00,6.8,85,4.1,0.1,0.1,0,51,100,17.3
2017-03-01T18:00,6.4,89,3.6,0,0,0,3,100,19.8
2017-03-01T19:00,6,90,3.1,0,0,0,3,89,21.5
2017-03-01T20:00,5.9,88,2.5,0,0,0,3,100,25
2017-03-01T21:00,6.1,88,2,0.1,0.1,0,51,100,32.1
2017-03-01T22:00,7.2,82,1.2,0,0,0,0,16,50.1
2017-03-01T23:00,6.2,77,-0.5,0,0,0,0,15,55.2
2017-03-02T00:00,5.7,75,-0.9,0,0,0,0,0,52
2017-03-02T01:00,5.1,68,-2.4,0,0,0,0,5,57.5
2017-03-02T02:00,5.1,62,-2.7,0,0,0,0,16,58.7
2017-03-02T03:00,5.2,59,-2.7,0,0,0,0,10,58.5
2017-03-02T04:00,5.2,57,-2.5,0,0,0,0,18,56.6
2017-03-02T05:00,5.4,50,-2.1,0,0,0,0,2,53.3
2017-03-02T06:00,5.3,53,-2,0,0,0,0,0,52.4
2017-03-02T07:00,5.4,54,-2.1,0,0,0,0,1,54.8
2017-03-02T08:00,6.3,56,-1.2,0,0,0,0,3,54.6
2017-03-02T09:00,7.5,60,0.5,0,0,0,0,5,50.6
2017-03-02T10:00,8.4,56,0.3,0,0,0,3,85,59.5
2017-03-02T11:00,9.2,56,1.8,0,0,0,2,55,51.7
2017-03-02T12:00,9.2,57,2.9,0,0,0,2,79,42.3
2017-03-02T13:00,10.3,50,4.2,0,0,0,1,44,37.6
2017-03-02T14:00,10.3,51,4.6,0,0,0,1,48,34
2017-03-02T15:00,10,48,4.4,0,0,0,0,17,32.7
2017-03-02T16:00,9.5,46,4.1,0,0,0,1,28,31.9
2017-03-02T17:00,8.1,54,3.8,0,0,0,1,27,27.1
2017-03-02T18:00,4.3,74,0.7,0,0,0,1,49,18.4
2017-03-02T19:00,5.8,75,2,0,0,0,1,33,29.9
2017-03-02T20:00,5.6,78,1.4,0,0,0,1,32,33.4
2017-03-02T21:00,5.3,85,1.4,0,0,0,1,46,31.4
2017-03-02T22:00,5,90,1.5,0,0,0,1,26,29.7
2017-03-02T23:00,5,90,1.6,0,0,0,1,29,29.7
2017-03-03T00:00,5.6,88,2.1,0,0,0,1,30,31.1
2017-03-03T01:00,5.9,84,2.3,0,0,0,1,33,31.3
2017-03-03T02:00,5.9,83,2.5,0,0,0,1,30,27.4
2017-03-03T03:00,5.3,84,2.1,0,0,0,1,35,26.8
2017-03-03T04:00,5.7,81,2.2,0,0,0,3,90,27.9
2017-03-03T05:00,6.1,78,2.2,0,0,0,3,89,30.5
2017-03-03T06:00,6.3,80,2.3,0.2,0.2,0,51,90,30.4
2017-03-03T07:00,6,86,2.5,0.6,0.6,0,53,100,28.1
2017-03-03T08:00,6.3,89,2.7,0.5,0.5,0,53,100,28.7
2017-03-03T09:00,6.7,90,2.9,0.6,0.6,0,53,100,30.8
2017-03-03T10:00,7.2,90,3.6,0.6,0.6,0,53,100,29.3
2017-03-03T11:00,8,89,4.4,0.5,0.5,0,53,100,29.7
2017-03-03T12:00,8.8,85,4.7,0,0,0,3,100,32.4
2017-03-03T13:00,10.5,82,6.5,0,0,0,3,100,32
2017-03-03T14:00,11.1,78,7.1,0,0,0,3,100,33.6
2017-03-03T15:00,11.5,77,8.1,0,0,0,3,86,26.8
2017-03-03T16:00,10.9,81,8.1,0,0,0,3,100,24.4
2017-03-03T17:00,10.2,85,7.8,0,0,0,3,90,24.6
2017-03-03T18:00,9.1,90,6.9,0,0,0,3,100,24.3
2017-03-03T19:00,8.6,92,6.4,0.5,0.5,0,53,80,24.2
2017-03-03T20:00,8.3,92,6.1,0.6,0.6,0,53,93,24.4
2017-03-03T21:00,8.4,92,6.4,0.3,0.3,0,51,100,22.4
2017-03-03T22:00,8.1,94,6.1,0,0,0,3,83,20.7
2017-03-03T23:00,7.3,96,5.2,0,0,0,2,59,21.2
2017-03-04T00:00,8.9,92,6.5,0,0,0,3,92,27.7
2017-03-04T01:00,8.5,93,6.3,0,0,0,2,73,25.3
2017-03-04T02:00,8,93,5.5,0.2,0.2,0,51,85,26.1
2017-03-04T03:00,7.7,92,4.7,0.1,0.1,0,51,84,27.6
2017-03-04T04:00,7.1,92,4.2,0.6,0.6,0,53,86,25.7
2017-03-04T05:00,6.2,93,3.7,0.1,0.1,0,51,84,21.9
2017-03-04T06:00,5.5,94,3,0,0,0,2,59,21.2
2017-03-04T07:00,5.1,94,2.7,0,0,0,2,74,18.6
2017-03-04T08:00,6.1,91,3.3,0,0,0,3,90,17.8
2017-03-04T09:00,7.6,86,4.8,0,0,0,3,89,15.8
2017-03-04T10:00,8.9,76,5.1,0,0,0,3,100,23
2017-03-04T11:00,9.5,70,5.7,0,0,0,3,100,22.4
2017-03-04T12:00,11,56,6.1,0,0,0,3,100,28.3
2017-03-04T13:00,10.6,59,5.6,0,0,0,3,100,32
2017-03-04T14:00,10.3,61,5.4,0,0,0,3,100,31.7
2017-03-04T15:00,10.3,61,5,0,0,0,3,100,35.3
2017-03-04T16:00,9.3,69,4.5,0,0,0,3,100,34.8
2017-03-04T17:00,8.8,75,3.9,0,0,0,3,100,37.1
2017-03-04T18:00,7.9,80,3.6,0,0,0,2,57,33.9
2017-03-04T19:00,7,84,3.2,0,0,0,2,54,30.6
2017-03-04T20:00,6.9,82,2.9,0,0,0,1,46,31.8
2017-03-04T21:00,6.5,80,2.1,0,0,0,0,0,34.7
2017-03-04T22:00,5.4,84,1.1,0,0,0,0,7,34.6
2017-03-04T23:00,5.2,83,0.6,0,0,0,0,11,35.9
2017-03-05T00:00,6.1,77,1.1,0,0,0,0,10,39.6
2017-03-05T01:00,5.8,79,1,0,0,0,0,8,37.8
2017-03-05T02:00,5.5,80,0.8,0,0,0,1,29,37.1
2017-03-05T03:00,5.4,77,0.8,0,0,0,0,12,34.4
2017-03-05T04:00,4.6,79,0.4,0,0,0,3,89,31.8
2017-03-05T05:00,5.2,78,1.1,0,0,0,0,17,30.6
2017-03-05T06:00,5.2,81,0.9,0,0,0,2,57,33.5
2017-03-05T07:00,5.6,80,1.3,0,0,0,3,90,32.8
2017-03-05T08:00,6.6,80,1.9,0.3,0.3,0,51,100,34.7
2017-03-05T09:00,5.4,92,0.3,1.9,1.9,0,61,100,36.8
2017-03-05T10:00,5.8,93,1.2,2.5,2.5,0,63,100,38.5
2017-03-05T11:00,7.2,87,0.9,0.3,0.3,0,51,63,52.3
2017-03-05T12:00,9.7,67,4.4,0,0,0,2,63,35.9
2017-03-05T13:00,9.2,68,3.4,1,1,0,55,82,39.5
2017-03-05T14:00,8.4,73,3.3,0,0,0,3,99,35
2017-03-05T15:00,9,66,2.8,0.1,0.1,0,51,90,44.5
2017-03-05T16:00,8.4,71,2.8,0.4,0.4,0,51,81,42
2017-03-05T17:00,7.4,74,2,0,0,0,2,61,41.4
2017-03-05T18:00,6.2,77,1.2,0,0,0,2,55,38.7
2017-03-05T19:00,6,81,1.6,0,0,0,3,96,33.9
2017-03-05T20:00,6.5,80,1.7,0,0,0,1,30,36
2017-03-05T21:00,5.9,82,0.7,0.1,0.1,0,51,100,41.1
2017-03-05T22:00,6.1,81,0.5,0.1,0.1,0,51,100,43.7
2017-03-05T23:00,5.9,81,0.3,0.2,0.2,0,51,100,42.6
2017-03-06T00:00,5.1,84,-0.1,0,0,0,2,69,40.1
2017-03-06T01:00,5.1,82,0.3,0,0,0,2,56,36.2
2017-03-06T02:00,4.8,84,0.5,0,0,0,0,1,31.7
2017-03-06T03:00,4.2,89,0.1,0,0,0,0,6,31
2017-03-06T04:00,3.8,91,-0.2,0,0,0,0,0,31.4
2017-03-06T05:00,2.8,93,-0.4,0,0,0,0,0,23.5
2017-03-06T06:00,2.3,94,-1.6,0,0,0,1,40,27.4
2017-03-06T07:00,2,95,-1,0,0,0,1,30,18.8
2017-03-06T08:00,3.5,92,0.7,0,0,0,1,47,13
2017-03-06T09:00,5.2,86,2.2,0,0,0,1,35,11.9
2017-03-06T10:00,7.3,75,3.3,0,0,0,3,89,21.5
2017-03-06T11:00,8.5,65,3.9,0,0,0,3,100,25.5
2017-03-06T12:00,8.4,72,4.5,0,0,0,2,80,22.4
2017-03-06T13:00,9.6,62,4.9,0.3,0.3,0,51,74,27.9
2017-03-06T14:00,10,56,5,0.1,0.1,0,51,66,29
2017-03-06T15:00,10.1,52,5.1,0,0,0,1,39,27.6
2017-03-06T16:00,9.8,52,5,0,0,0,3,100,28
2017-03-06T17:00,8.7,61,4.8,0,0,0,3,98,25.2
2017-03-06T18:00,7.7,62,4.1,0,0,0,3,100,24.2
2017-03-06T19:00,7.3,66,3.7,0,0,0,3,96,24.1
2017-03-06T20:00,6,80,2.1,0,0,0,1,35,30.2
2017-03-06T21:00,5.1,86,1.4,0,0,0,3,82,28.5
2017-03-06T22:00,5.1,85,1.6,0,0,0,2,66,26.4
2017-03-06T23:00,5,87,1.4,0.2,0.2,0,51,75,27.9
2017-03-07T00:00,4.7,91,1.3,0.4,0.4,0,51,29,26.7
2017-03-07T01:00,4.8,92,1.5,0,0,0,1,26,26.1
2017-03-07T02:00,4.6,91,1.1,0,0,0,2,53,26.7
2017-03-07T03:00,4.8,90,1.2,0.2,0.2,0,51,36,26.4
2017-03-07T04:00,5.1,86,1.4,0.4,0.4,0,51,86,25.5
2017-03-07T05:00,4.1,90,0.7,0,0,0,3,100,24.3
2017-03-07T06:00,4,92,0.4,0,0,0,1,22,25
2017-03-07T07:00,3.2,93,-0.4,0,0,0,0,19,24.5
2017-03-07T08:00,4.1,90,0.5,0,0,0,1,34,21.1
2017-03-07T09:00,5.3,82,1.3,0,0,0,3,89,20.1
2017-03-07T10:00,6.4,77,2.9,0,0,0,3,100,16.3
2017-03-07T11:00,7.4,71,4.2,0,0,0,3,100,12.6
2017-03-07T12:00,8.5,66,5.4,0,0,0,3,100,12.1
2017-03-07T13:00,9,63,5.9,0,0,0,3,94,11.7
2017-03-07T14:00,9.5,61,6.1,0,0,0,3,100,14.3
2017-03-07T15:00,9.5,59,6.5,0,0,0,3,100,10.2
2017-03-07T16:00,9.7,58,6.4,0,0,0,3,100,13.4
2017-03-07T17:00,9,64,6.2,0,0,0,3,95,15.7
2017-03-07T18:00,7.5,68,4,0,0,0,1,34,24.8
2017-03-07T19:00,5.9,75,1.8,0,0,0,2,59,30.4
2017-03-07T20:00,5.4,76,1.6,0,0,0,3,98,27.2
2017-03-07T21:00,5.7,80,2.1,0,0,0,3,100,26.4
2017-03-07T22:00,6.3,84,2.7,0,0,0,3,100,26.9
2017-03-07T23:00,6.9,86,3.2,0,0,0,3,100,29.6
2017-03-08T00:00,7.4,88,3.4,0.4,0.4,0,51,100,34.7
2017-03-08T01:00,7.4,91,3.9,1.1,1.1,0,55,100,31.4
2017-03-08T02:00,7.5,92,3.7,1.8,1.8,0,61,100,34.2
2017-03-08T03:00,7.9,94,3.7,0.1,0.1,0,51,100,39.9
2017-03-08T04:00,8.6,96,5.1,0.3,0.3,0,51,100,34.8
2017-03-08T05:00,9.8,96,6.5,0,0,0,3,100,35.7
2017-03-08T06:00,10.8,94,7.2,0,0,0,3,100,39.3
2017-03-08T07:00,11,93,7.4,0,0,0,3,100,39.7
2017-03-08T08:00,11.1,92,7.8,0.2,0.2,0,51,100,37.4
2017-03-08T09:00,11.1,94,8.1,0.8,0.8,0,53,100,34.6
2017-03-08T10:00,11.5,93,8.7,0.2,0.2,0,51,100,31.7
2017-03-08T11:00,12.6,86,9.1,0.4,0.4,0,51,86,36
2017-03-08T12:00,12.6,88,10.1,0.1,0.1,0,51,93,26.8
2017-03-08T13:00,13.8,81,11.4,0,0,0,3,100,23
2017-03-08T14:00,13.6,76,11.1,0.1,0.1,0,51,100,23.6
2017-03-08T15:00,13.3,74,10.8,0.2,0.2,0,51,100,23.8
2017-03-08T16:00,12.8,74,10.2,0.1,0.1,0,51,83,23.9
2017-03-08T17:00,12.1,74,9.6,0,0,0,3,99,23.1
2017-03-08T18:00,10,82,8.2,0,0,0,0,15,18.8
2017-03-08T19:00,8.7,88,6.6,0,0,0,0,9,20.9
2017-03-08T20:00,8.4,90,6.2,0,0,0,3,98,23.2
2017-03-08T21:00,8.6,88,6.5,0,0,0,3,100,22.5
2017-03-08T22:00,8.9,87,6.7,0,0,0,3,100,21.9
2017-03-08T23:00,9,89,6.8,0,0,0,3,100,24.2
2017-03-09T00:00,9.5,95,7.4,0,0,0,3,100,27.4
2017-03-09T01:00,10,94,7.6,0,0,0,3,100,28.8
2017-03-09T02:00,10.6,94,8.3,0,0,0,3,100,29.3
2017-03-09T03:00,11.1,92,8.2,0,0,0,3,100,33.2
2017-03-09T04:00,10.9,92,8,0,0,0,3,100,32.5
2017-03-09T05:00,11,91,8.2,0,0,0,3,100,31.4
2017-03-09T06:00,10.9,91,8.1,0,0,0,3,100,31.7
2017-03-09T07:00,10.9,89,7.8,0,0,0,3,90,33.2
2017-03-09T08:00,11.2,88,7.9,0,0,0,3,90,33
2017-03-09T09:00,11.8,85,8.6,0,0,0,3,86,29.2
2017-03-09T10:00,12.7,77,8.9,0,0,0,1,40,32.2
2017-03-09T11:00,13.8,68,10.2,0,0,0,2,52,28.2
2017-03-09T12:00,15.1,63,12,0,0,0,1,34,22.6
2017-03-09T13:00,15.3,56,12,0,0,0,1,28,21.4
2017-03-09T14:00,15.2,51,11.5,0,0,0,0,15,21.8
2017-03-09T15:00,14.9,50,11.4,0,0,0,0,0,20.9
2017-03-09T16:00,14.3,54,11.1,0,0,0,0,0,19.4
2017-03-09T17:00,12.6,64,10.5,0,0,0,0,9,18.1
2017-03-09T18:00,8.3,79,5.3,0,0,0,1,33,17.3
2017-03-09T19:00,7.8,82,5,0,0,0,1,33,14.6
2017-03-09T20:00,7.3,84,5,0,0,0,2,73,15.4
2017-03-09T21:00,6.4,89,3.9,0,0,0,3,88,17.3
2017-03-09T22:00,6.3,89,3.8,0,0,0,3,87,14.6
2017-03-09T23:00,6.1,90,3.7,0,0,0,3,83,14.4
2017-03-10T00:00,6,85,3,0,0,0,1,34,25.5
2017-03-10T01:00,5.4,86,2.5,0,0,0,1,35,23.6
2017-03-10T02:00,5.3,84,2.3,0,0,0,1,46,22.7
2017-03-10T03:00,4.7,86,1.8,0,0,0,1,48,22
2017-03-10T04:00,5.7,81,2.7,0,0,0,2,52,22
2017-03-10T05:00,6.3,78,3.3,0,0,0,3,100,21.9
2017-03-10T06:00,7.3,80,4.3,0,0,0,3,100,22.1
2017-03-10T07:00,7.5,90,4.8,0,0,0,3,100,20.9
2017-03-10T08:00,8,93,5.5,0,0,0,3,100,21
